u,v,e_type,ts,u_type,v_type,e_idx
788,1028,1,880869984,1,2,31938
788,994,4,880870018,1,2,31939
788,989,3,880870018,1,2,31940
878,1531,2,880870048,1,2,31941
878,1375,3,880870048,1,2,31942
788,1137,4,880870052,1,2,31943
788,1672,4,880870052,1,2,31944
788,1131,4,880870083,1,2,31945
788,1107,3,880870115,1,2,31946
788,1025,3,880870116,1,2,31947
878,1361,3,880870130,1,2,31948
878,1014,4,880870130,1,2,31949
878,1042,4,880870130,1,2,31950
788,1572,1,880870149,1,2,31951
788,1682,2,880870149,1,2,31952
788,1005,3,880870179,1,2,31953
385,1794,5,880870205,1,2,31954
385,1593,5,880870205,1,2,31955
385,2097,5,880870205,1,2,31956
385,1128,5,880870205,1,2,31957
385,1125,5,880870205,1,2,31958
385,1112,5,880870205,1,2,31959
385,989,5,880870206,1,2,31960
385,1373,5,880870206,1,2,31961
385,2013,5,880870206,1,2,31962
385,951,5,880870206,1,2,31963
788,1666,3,880870207,1,2,31964
788,1497,3,880870257,1,2,31965
788,986,3,880870299,1,2,31966
788,1172,3,880870299,1,2,31967
788,1679,3,880870299,1,2,31968
788,1390,3,880870299,1,2,31969
788,1061,3,880870335,1,2,31970
788,1068,3,880870335,1,2,31971
788,1171,3,880870365,1,2,31972
788,1752,3,880870401,1,2,31973
788,2055,3,880870428,1,2,31974
788,1663,3,880870482,1,2,31975
878,1083,2,880870486,1,2,31976
878,1698,2,880870486,1,2,31977
878,1336,3,880870487,1,2,31978
788,1346,3,880870516,1,2,31979
788,1580,2,880870516,1,2,31980
788,1345,3,880870544,1,2,31981
788,1540,3,880870582,1,2,31982
788,1110,3,880870582,1,2,31983
788,1579,3,880870583,1,2,31984
788,2220,3,880870583,1,2,31985
878,1094,1,880870609,1,2,31986
878,1025,3,880870609,1,2,31987
788,1588,3,880870626,1,2,31988
788,1314,3,880870626,1,2,31989
788,1504,3,880870626,1,2,31990
788,1387,3,880870626,1,2,31991
788,1570,4,880870654,1,2,31992
788,1169,4,880870710,1,2,31993
788,1582,3,880870710,1,2,31994
878,1168,3,880870765,1,2,31995
788,2050,3,880870773,1,2,31996
788,1753,3,880870773,1,2,31997
788,1741,2,880870827,1,2,31998
788,1299,4,880870827,1,2,31999
878,1109,4,880870854,1,2,32000
878,1424,5,880870854,1,2,32001
878,1095,4,880870854,1,2,32002
878,1359,5,880870854,1,2,32003
878,1115,4,880870854,1,2,32004
878,1457,4,880870854,1,2,32005
878,1602,4,880870854,1,2,32006
878,1472,5,880870854,1,2,32007
788,1698,3,880870881,1,2,32008
788,1313,2,880870881,1,2,32009
788,1234,4,880870905,1,2,32010
788,1613,3,880870935,1,2,32011
788,1566,3,880870936,1,2,32012
788,1628,3,880870996,1,2,32013
788,1564,3,880871026,1,2,32014
788,1622,2,880871057,1,2,32015
788,1352,3,880871057,1,2,32016
788,1563,3,880871088,1,2,32017
788,1306,2,880871088,1,2,32018
788,1379,3,880871127,1,2,32019
788,1342,3,880871128,1,2,32020
788,1499,2,880871128,1,2,32021
788,1669,4,880871128,1,2,32022
788,1055,3,880871173,1,2,32023
788,1639,3,880871173,1,2,32024
788,1926,3,880871173,1,2,32025
788,2421,3,880871173,1,2,32026
788,1724,3,880871205,1,2,32027
788,1224,4,880871205,1,2,32028
788,972,3,880871240,1,2,32029
788,1394,4,880871240,1,2,32030
788,1985,3,880871240,1,2,32031
788,1174,3,880871267,1,2,32032
788,1766,3,880871294,1,2,32033
788,1505,3,880871294,1,2,32034
788,1178,3,880871328,1,2,32035
788,1161,4,880871328,1,2,32036
788,981,3,880871359,1,2,32037
788,1605,4,880871359,1,2,32038
788,1483,3,880871394,1,2,32039
788,2461,3,880871394,1,2,32040
788,1489,3,880871429,1,2,32041
788,2191,3,880871460,1,2,32042
788,2078,2,880871460,1,2,32043
788,1529,2,880871490,1,2,32044
788,1063,2,880871520,1,2,32045
788,1874,2,880871551,1,2,32046
788,2246,3,880871577,1,2,32047
878,1984,1,880871600,1,2,32048
878,1645,1,880871600,1,2,32049
878,1724,1,880871600,1,2,32050
878,1642,1,880871600,1,2,32051
878,1892,3,880871600,1,2,32052
878,2008,1,880871600,1,2,32053
878,1478,1,880871600,1,2,32054
878,1605,1,880871600,1,2,32055
788,2082,1,880871605,1,2,32056
788,1658,3,880871664,1,2,32057
788,996,1,880871717,1,2,32058
788,2350,3,880871717,1,2,32059
788,1334,2,880871746,1,2,32060
788,2216,3,880871771,1,2,32061
788,1655,3,880871804,1,2,32062
788,1522,3,880871804,1,2,32063
788,2402,2,880871857,1,2,32064
788,2126,2,880871891,1,2,32065
788,1515,3,880871891,1,2,32066
878,958,4,880872273,1,2,32067
878,1370,5,880872394,1,2,32068
878,1440,2,880872395,1,2,32069
878,1177,1,880872619,1,2,32070
878,1473,5,880872619,1,2,32071
878,1117,3,880872669,1,2,32072
394,1301,3,880886546,1,2,32073
394,2314,2,880886546,1,2,32074
394,1107,4,880886612,1,2,32075
394,1044,4,880886670,1,2,32076
394,971,4,880886821,1,2,32077
394,1034,4,880886821,1,2,32078
394,944,4,880886855,1,2,32079
394,1099,4,880886855,1,2,32080
394,965,5,880886919,1,2,32081
394,1237,4,880886919,1,2,32082
394,1231,4,880886919,1,2,32083
394,1111,5,880886919,1,2,32084
394,1122,5,880886919,1,2,32085
394,1138,5,880886919,1,2,32086
394,1115,4,880886919,1,2,32087
394,1094,5,880886919,1,2,32088
394,1039,5,880886919,1,2,32089
394,1376,4,880886919,1,2,32090
394,1087,5,880886978,1,2,32091
394,1075,4,880887000,1,2,32092
394,955,4,880887035,1,2,32093
394,1012,5,880887063,1,2,32094
394,1041,5,880887088,1,2,32095
394,974,3,880887152,1,2,32096
394,1097,3,880887152,1,2,32097
394,1439,5,880887206,1,2,32098
394,1022,5,880887206,1,2,32099
394,1362,5,880887250,1,2,32100
394,1129,5,880887322,1,2,32101
394,1181,5,880887348,1,2,32102
394,999,5,880887406,1,2,32103
394,1361,4,880887462,1,2,32104
394,947,4,880888037,1,2,32105
394,1159,3,880888063,1,2,32106
394,1225,3,880888096,1,2,32107
394,1685,5,880888167,1,2,32108
394,1594,4,880888223,1,2,32109
394,1147,5,880888223,1,2,32110
394,1145,5,880888245,1,2,32111
394,1689,2,880888313,1,2,32112
394,1598,5,880888313,1,2,32113
394,1208,4,880888390,1,2,32114
394,950,5,880888390,1,2,32115
394,1492,4,880888452,1,2,32116
394,982,4,880888501,1,2,32117
394,1615,3,880888540,1,2,32118
394,1066,5,880888566,1,2,32119
394,1020,3,880888603,1,2,32120
394,1153,4,880888689,1,2,32121
394,1658,4,880888689,1,2,32122
394,1151,5,880888746,1,2,32123
394,1345,4,880888775,1,2,32124
394,1084,3,880888815,1,2,32125
394,1169,2,880888850,1,2,32126
394,1071,3,880888896,1,2,32127
394,1521,2,880888927,1,2,32128
394,1570,5,880888972,1,2,32129
394,1127,3,880889010,1,2,32130
394,1328,5,880889010,1,2,32131
394,1348,3,880889010,1,2,32132
394,1346,4,880889034,1,2,32133
394,1061,4,880889066,1,2,32134
394,1398,4,880889066,1,2,32135
394,1601,3,880889159,1,2,32136
394,1052,4,880889159,1,2,32137
394,976,4,880889259,1,2,32138
394,1032,5,880889349,1,2,32139
394,1336,4,880889350,1,2,32140
394,967,5,880889350,1,2,32141
394,1359,5,880889350,1,2,32142
394,1976,3,880889475,1,2,32143
394,1033,3,880889528,1,2,32144
394,1025,4,880889553,1,2,32145
394,1027,4,880889583,1,2,32146
394,1374,5,880889607,1,2,32147
394,1015,4,880889629,1,2,32148
394,1484,3,880889741,1,2,32149
394,1682,4,880889766,1,2,32150
378,1188,3,880906161,1,2,32151
378,1416,3,880906178,1,2,32152
506,1481,3,880908452,1,2,32153
506,1957,3,880908472,1,2,32154
207,1139,4,880911845,1,2,32155
207,952,4,880911845,1,2,32156
276,1833,3,880913460,1,2,32157
276,2041,4,880913684,1,2,32158
276,1396,1,880913767,1,2,32159
276,1395,3,880913767,1,2,32160
276,1165,4,880913800,1,2,32161
276,1214,4,880913800,1,2,32162
276,993,5,880913800,1,2,32163
860,1253,4,880914645,1,2,32164
37,950,4,880915528,1,2,32165
37,1216,3,880915528,1,2,32166
37,1064,2,880915528,1,2,32167
37,1348,4,880915565,1,2,32168
37,1489,3,880915565,1,2,32169
37,1768,2,880915565,1,2,32170
37,1776,4,880915565,1,2,32171
37,1770,3,880915607,1,2,32172
37,1774,2,880915607,1,2,32173
37,1061,2,880915633,1,2,32174
37,1784,3,880915711,1,2,32175
37,1873,3,880915711,1,2,32176
37,1415,2,880915711,1,2,32177
37,1090,3,880915749,1,2,32178
37,1117,5,880915810,1,2,32179
37,1153,4,880915810,1,2,32180
37,1039,4,880915810,1,2,32181
37,993,5,880915838,1,2,32182
37,1493,4,880915902,1,2,32183
37,1011,5,880915902,1,2,32184
37,1328,4,880915902,1,2,32185
37,1173,4,880915942,1,2,32186
37,1511,3,880915942,1,2,32187
37,970,4,880915942,1,2,32188
37,1025,1,880915942,1,2,32189
37,1509,4,880916010,1,2,32190
37,1169,5,880916010,1,2,32191
37,1521,3,880916010,1,2,32192
37,1176,4,880916046,1,2,32193
37,1174,2,880916046,1,2,32194
37,1608,3,880916046,1,2,32195
37,1005,5,880916070,1,2,32196
606,1241,4,880920725,1,2,32197
606,1954,3,880921408,1,2,32198
606,1415,4,880921408,1,2,32199
606,1867,5,880921408,1,2,32200
606,1353,3,880921656,1,2,32201
606,1230,4,880921656,1,2,32202
606,1691,3,880921753,1,2,32203
606,946,5,880922084,1,2,32204
606,1224,4,880922148,1,2,32205
606,1192,3,880922503,1,2,32206
606,1090,5,880922503,1,2,32207
606,1200,5,880922503,1,2,32208
606,1562,4,880922565,1,2,32209
606,1178,3,880922566,1,2,32210
606,1868,4,880922566,1,2,32211
606,1770,3,880922625,1,2,32212
606,1784,3,880922625,1,2,32213
606,1869,3,880922625,1,2,32214
233,1146,3,880923202,1,2,32215
233,1147,5,880923202,1,2,32216
606,1168,1,880923349,1,2,32217
606,1398,2,880923349,1,2,32218
606,1046,3,880923349,1,2,32219
606,1628,3,880923349,1,2,32220
606,1990,2,880923349,1,2,32221
606,1051,1,880923349,1,2,32222
606,1237,2,880923349,1,2,32223
606,1862,2,880923349,1,2,32224
606,1534,3,880923349,1,2,32225
606,1703,3,880923349,1,2,32226
606,1007,5,880923579,1,2,32227
606,951,2,880923579,1,2,32228
606,954,5,880923579,1,2,32229
606,1749,5,880923579,1,2,32230
606,1450,4,880923689,1,2,32231
606,1998,4,880923690,1,2,32232
606,1982,4,880923690,1,2,32233
606,1014,5,880923745,1,2,32234
606,1361,5,880923745,1,2,32235
606,1909,5,880923745,1,2,32236
606,1042,4,880923799,1,2,32237
606,1434,4,880923799,1,2,32238
606,1143,5,880923862,1,2,32239
606,1441,4,880923862,1,2,32240
606,1097,3,880923862,1,2,32241
606,1378,4,880923862,1,2,32242
606,1531,5,880923862,1,2,32243
606,1158,4,880923925,1,2,32244
606,1075,5,880923925,1,2,32245
606,1906,5,880923925,1,2,32246
606,1041,5,880923925,1,2,32247
606,1119,5,880923925,1,2,32248
606,1511,4,880923988,1,2,32249
606,1134,5,880923988,1,2,32250
606,1411,4,880923989,1,2,32251
606,1364,4,880923989,1,2,32252
606,1370,4,880924106,1,2,32253
606,1474,5,880924188,1,2,32254
606,1362,4,880924188,1,2,32255
606,1038,4,880924188,1,2,32256
606,1115,5,880924322,1,2,32257
606,2008,5,880924323,1,2,32258
606,955,2,880924384,1,2,32259
606,1147,4,880924384,1,2,32260
606,991,4,880924483,1,2,32261
606,1030,4,880924483,1,2,32262
606,1001,3,880924483,1,2,32263
606,999,5,880924483,1,2,32264
606,1111,5,880924557,1,2,32265
606,1153,3,880924557,1,2,32266
606,1117,5,880924663,1,2,32267
606,1171,5,880924663,1,2,32268
606,1590,3,880924663,1,2,32269
606,1208,4,880924663,1,2,32270
606,1087,4,880924664,1,2,32271
606,1099,4,880924789,1,2,32272
606,1635,5,880924790,1,2,32273
606,1127,5,880924790,1,2,32274
606,1470,4,880924790,1,2,32275
606,1459,4,880924859,1,2,32276
606,1116,5,880924859,1,2,32277
606,1145,4,880924921,1,2,32278
606,1131,4,880924921,1,2,32279
606,1426,5,880924921,1,2,32280
606,971,4,880924921,1,2,32281
606,1024,3,880924921,1,2,32282
606,1480,2,880925074,1,2,32283
606,1039,5,880925074,1,2,32284
606,1473,4,880925074,1,2,32285
606,1912,5,880925074,1,2,32286
606,1151,3,880925074,1,2,32287
606,1137,4,880925199,1,2,32288
606,974,4,880925199,1,2,32289
606,1595,3,880925200,1,2,32290
606,1328,4,880925200,1,2,32291
606,1366,5,880925200,1,2,32292
606,1347,4,880925200,1,2,32293
606,1026,5,880925289,1,2,32294
606,2092,4,880925289,1,2,32295
606,1129,5,880925290,1,2,32296
606,1689,5,880925394,1,2,32297
606,1336,4,880925453,1,2,32298
606,1040,5,880925453,1,2,32299
606,1627,3,880925579,1,2,32300
606,1159,5,880925579,1,2,32301
606,1121,5,880925579,1,2,32302
606,1025,5,880925646,1,2,32303
606,1152,4,880926018,1,2,32304
606,1594,4,880926018,1,2,32305
606,1157,4,880926018,1,2,32306
606,1100,4,880926018,1,2,32307
606,1444,4,880926084,1,2,32308
606,1173,2,880926084,1,2,32309
606,1146,5,880926084,1,2,32310
606,1605,4,880926162,1,2,32311
606,1138,5,880926162,1,2,32312
606,1126,5,880926162,1,2,32313
606,985,3,880926245,1,2,32314
606,998,4,880926245,1,2,32315
606,1123,4,880926245,1,2,32316
606,1078,5,880926245,1,2,32317
606,1184,3,880926246,1,2,32318
606,1375,5,880926339,1,2,32319
606,1012,4,880926339,1,2,32320
606,1182,4,880926339,1,2,32321
606,1598,4,880926469,1,2,32322
606,1603,5,880926470,1,2,32323
606,1031,4,880926533,1,2,32324
606,1034,5,880926610,1,2,32325
606,1678,5,880926610,1,2,32326
606,1096,3,880926700,1,2,32327
606,1885,4,880926700,1,2,32328
606,1154,5,880926759,1,2,32329
606,1128,3,880926759,1,2,32330
606,1139,4,880926759,1,2,32331
606,2461,4,880926760,1,2,32332
606,1130,4,880926861,1,2,32333
606,1140,3,880926862,1,2,32334
606,1492,4,880926862,1,2,32335
606,1104,4,880926994,1,2,32336
606,1118,4,880927127,1,2,32337
606,1022,3,880927127,1,2,32338
606,1011,5,880927127,1,2,32339
606,1902,5,880927128,1,2,32340
606,1177,4,880927179,1,2,32341
606,1181,4,880927179,1,2,32342
606,1672,4,880927247,1,2,32343
606,1882,4,880927247,1,2,32344
606,1394,3,880927247,1,2,32345
606,1371,3,880927247,1,2,32346
606,965,5,880927357,1,2,32347
606,1528,4,880927358,1,2,32348
606,1759,2,880927358,1,2,32349
606,1032,5,880927358,1,2,32350
606,2053,2,880927358,1,2,32351
606,1144,4,880927417,1,2,32352
606,1652,5,880927417,1,2,32353
606,1690,4,880927468,1,2,32354
606,1122,5,880927552,1,2,32355
606,1149,4,880927552,1,2,32356
606,1141,4,880927665,1,2,32357
606,1006,3,880927666,1,2,32358
606,1519,3,880927750,1,2,32359
606,1580,3,880927750,1,2,32360
606,1384,4,880927750,1,2,32361
606,981,4,880927923,1,2,32362
606,1081,3,880927923,1,2,32363
606,1871,4,880928180,1,2,32364
606,976,4,880928180,1,2,32365
606,1894,2,880928181,1,2,32366
606,1505,4,880928181,1,2,32367
54,1271,4,880928957,1,2,32368
54,1231,4,880928957,1,2,32369
54,1281,3,880929490,1,2,32370
14,962,5,880929651,1,2,32371
14,1571,5,880929697,1,2,32372
14,1183,5,880929697,1,2,32373
54,1188,4,880929738,1,2,32374
14,1863,4,880929745,1,2,32375
37,1070,4,880930071,1,2,32376
37,1115,4,880930072,1,2,32377
37,1035,4,880930072,1,2,32378
37,1032,4,880930072,1,2,32379
37,1970,3,880930072,1,2,32380
54,1124,5,880931358,1,2,32381
54,944,4,880931595,1,2,32382
54,1043,5,880931595,1,2,32383
825,1236,3,880931805,1,2,32384
825,1200,4,880931887,1,2,32385
825,1180,4,880931932,1,2,32386
825,1231,1,880931932,1,2,32387
825,1813,3,880931932,1,2,32388
825,1814,3,880932283,1,2,32389
858,1274,3,880932343,1,2,32390
858,952,5,880932449,1,2,32391
858,2311,4,880932449,1,2,32392
825,1201,4,880932625,1,2,32393
858,1236,3,880932692,1,2,32394
858,1043,3,880932746,1,2,32395
858,1458,4,880932911,1,2,32396
858,1070,5,880932912,1,2,32397
858,1250,3,880933013,1,2,32398
858,1276,4,880933013,1,2,32399
858,1277,4,880933072,1,2,32400
54,1193,4,880933834,1,2,32401
54,1348,4,880934806,1,2,32402
54,950,4,880935294,1,2,32403
54,1060,5,880935384,1,2,32404
374,1656,1,880935656,1,2,32405
928,1212,5,880935738,1,2,32406
928,1231,3,880935738,1,2,32407
928,1211,5,880935814,1,2,32408
928,1820,5,880936022,1,2,32409
928,1692,5,880936022,1,2,32410
928,1821,5,880936022,1,2,32411
928,1968,5,880936022,1,2,32412
928,1209,5,880936022,1,2,32413
928,1819,5,880936023,1,2,32414
928,1301,5,880936023,1,2,32415
374,1922,3,880936113,1,2,32416
374,1918,4,880936113,1,2,32417
374,1929,3,880936113,1,2,32418
374,1921,2,880936233,1,2,32419
374,1349,3,880936233,1,2,32420
374,1926,2,880936289,1,2,32421
374,1489,5,880936389,1,2,32422
374,1956,2,880936476,1,2,32423
374,1766,1,880936476,1,2,32424
54,968,4,880936500,1,2,32425
54,1183,4,880936500,1,2,32426
374,2158,1,880936522,1,2,32427
374,1190,1,880936522,1,2,32428
54,1094,2,880936670,1,2,32429
928,1077,5,880936742,1,2,32430
928,1057,5,880936742,1,2,32431
928,1115,5,880936769,1,2,32432
928,1430,5,880936769,1,2,32433
928,991,5,880936817,1,2,32434
928,1119,3,880936817,1,2,32435
928,1111,5,880936817,1,2,32436
928,1134,5,880936863,1,2,32437
928,1116,4,880936863,1,2,32438
928,1439,5,880936863,1,2,32439
928,1108,5,880936863,1,2,32440
928,1130,5,880936884,1,2,32441
928,1078,4,880936884,1,2,32442
928,1041,5,880936884,1,2,32443
928,1070,5,880936905,1,2,32444
928,951,5,880936905,1,2,32445
54,1238,3,880936905,1,2,32446
928,1219,5,880937144,1,2,32447
484,1867,5,880937157,1,2,32448
928,1950,5,880937163,1,2,32449
928,952,5,880937163,1,2,32450
928,1189,5,880937184,1,2,32451
484,971,5,880937193,1,2,32452
928,1276,3,880937258,1,2,32453
928,1271,3,880937258,1,2,32454
54,967,1,880937311,1,2,32455
54,1772,2,880937311,1,2,32456
54,1414,4,880937399,1,2,32457
54,1091,3,880937490,1,2,32458
54,1489,3,880937583,1,2,32459
54,1195,3,880937630,1,2,32460
374,1627,5,880937692,1,2,32461
374,1119,4,880937692,1,2,32462
374,1146,3,880937735,1,2,32463
374,1107,4,880937735,1,2,32464
374,1386,5,880937735,1,2,32465
374,1020,5,880937779,1,2,32466
374,1172,5,880937780,1,2,32467
54,1873,1,880937813,1,2,32468
374,948,4,880937875,1,2,32469
374,981,4,880937876,1,2,32470
374,982,4,880937876,1,2,32471
374,1169,5,880937876,1,2,32472
374,1170,4,880937876,1,2,32473
374,960,2,880937876,1,2,32474
374,1585,1,880937920,1,2,32475
374,2191,3,880938044,1,2,32476
374,1392,4,880938044,1,2,32477
54,1766,2,880938088,1,2,32478
374,2153,4,880938100,1,2,32479
374,2160,2,880938100,1,2,32480
374,1515,2,880938255,1,2,32481
374,1497,2,880938370,1,2,32482
374,1039,4,880938870,1,2,32483
374,1469,4,880938965,1,2,32484
374,1493,5,880938965,1,2,32485
374,1104,5,880938965,1,2,32486
374,1127,2,880939034,1,2,32487
374,1184,5,880939035,1,2,32488
374,945,4,880939035,1,2,32489
374,1346,2,880939126,1,2,32490
374,1722,3,880939186,1,2,32491
374,1608,4,880939228,1,2,32492
913,1129,3,880946006,1,2,32493
913,1003,3,880946006,1,2,32494
913,1087,5,880946236,1,2,32495
913,1732,4,880946415,1,2,32496
913,1474,2,880946475,1,2,32497
913,1147,4,880946539,1,2,32498
417,1283,3,880949136,1,2,32499
417,1268,2,880949231,1,2,32500
417,963,2,880949408,1,2,32501
417,1954,3,880949438,1,2,32502
417,2000,2,880949763,1,2,32503
417,1480,4,880949849,1,2,32504
417,1428,3,880949880,1,2,32505
417,1154,4,880949907,1,2,32506
417,1325,2,880949941,1,2,32507
417,1335,3,880950280,1,2,32508
417,1889,4,880950324,1,2,32509
599,1231,4,880950997,1,2,32510
599,1262,2,880951046,1,2,32511
599,1815,2,880951046,1,2,32512
599,1625,4,880951079,1,2,32513
599,1237,4,880951113,1,2,32514
599,1203,1,880951113,1,2,32515
599,1691,4,880951144,1,2,32516
599,1816,5,880951174,1,2,32517
599,1931,4,880951211,1,2,32518
599,1831,5,880951249,1,2,32519
417,1752,3,880951251,1,2,32520
417,987,2,880951252,1,2,32521
599,1891,4,880951281,1,2,32522
579,1274,3,880951346,1,2,32523
579,1231,4,880951346,1,2,32524
579,1212,3,880951346,1,2,32525
579,1276,4,880951372,1,2,32526
599,1219,2,880951439,1,2,32527
579,1271,3,880951444,1,2,32528
579,1211,3,880951444,1,2,32529
579,1229,4,880951444,1,2,32530
579,1201,5,880951444,1,2,32531
599,1198,5,880951479,1,2,32532
599,1163,5,880951479,1,2,32533
579,1237,4,880951494,1,2,32534
579,1246,3,880951494,1,2,32535
579,1269,3,880951494,1,2,32536
579,1270,3,880951494,1,2,32537
579,1232,2,880951569,1,2,32538
579,1691,3,880951569,1,2,32539
579,1820,1,880951594,1,2,32540
579,1188,2,880951595,1,2,32541
599,1180,5,880951595,1,2,32542
599,2095,4,880951623,1,2,32543
599,944,4,880951657,1,2,32544
599,1225,5,880951657,1,2,32545
579,1471,4,880951708,1,2,32546
579,1463,4,880951708,1,2,32547
579,1177,3,880951708,1,2,32548
417,992,3,880951737,1,2,32549
579,944,4,880951740,1,2,32550
579,1351,3,880951740,1,2,32551
579,1466,3,880951740,1,2,32552
599,2258,4,880951743,1,2,32553
579,1116,5,880951765,1,2,32554
579,1025,3,880951783,1,2,32555
579,1619,3,880951784,1,2,32556
579,1041,4,880951804,1,2,32557
579,1112,4,880951867,1,2,32558
579,1012,2,880951868,1,2,32559
599,1054,5,880951885,1,2,32560
599,1957,4,880951885,1,2,32561
417,1105,3,880951886,1,2,32562
579,1008,3,880951944,1,2,32563
579,1152,4,880951944,1,2,32564
579,1153,3,880951944,1,2,32565
599,1788,5,880951974,1,2,32566
579,1171,3,880951984,1,2,32567
579,993,5,880951984,1,2,32568
579,1546,5,880952006,1,2,32569
579,950,3,880952006,1,2,32570
599,1699,5,880952037,1,2,32571
579,1122,3,880952038,1,2,32572
579,1126,4,880952038,1,2,32573
579,1378,5,880952038,1,2,32574
579,1525,4,880952102,1,2,32575
579,1032,3,880952102,1,2,32576
417,1887,4,880952141,1,2,32577
579,1054,4,880952142,1,2,32578
579,1111,4,880952142,1,2,32579
579,1652,5,880952142,1,2,32580
599,1538,5,880952144,1,2,32581
599,1217,5,880952144,1,2,32582
579,1457,3,880952165,1,2,32583
579,2389,2,880952165,1,2,32584
599,2221,5,880952185,1,2,32585
579,1147,3,880952201,1,2,32586
579,1598,3,880952201,1,2,32587
579,1181,3,880952201,1,2,32588
579,1043,4,880952201,1,2,32589
599,1809,2,880952229,1,2,32590
599,1223,5,880952229,1,2,32591
599,1789,5,880952229,1,2,32592
599,1227,4,880952229,1,2,32593
579,1325,3,880952237,1,2,32594
579,1129,3,880952237,1,2,32595
579,1376,3,880952237,1,2,32596
599,1478,4,880952267,1,2,32597
579,1145,5,880952270,1,2,32598
579,1137,5,880952271,1,2,32599
579,947,2,880952271,1,2,32600
579,1013,3,880952299,1,2,32601
579,1159,5,880952299,1,2,32602
599,1706,5,880952316,1,2,32603
599,2038,4,880952316,1,2,32604
579,1371,4,880952335,1,2,32605
579,1675,4,880952335,1,2,32606
579,1096,4,880952335,1,2,32607
579,968,4,880952335,1,2,32608
417,1110,3,880952355,1,2,32609
599,1918,5,880952357,1,2,32610
599,1991,2,880952357,1,2,32611
579,1026,5,880952360,1,2,32612
579,1324,3,880952360,1,2,32613
579,999,3,880952360,1,2,32614
579,992,3,880952360,1,2,32615
417,1608,2,880952400,1,2,32616
579,1336,4,880952409,1,2,32617
417,2354,3,880952418,1,2,32618
417,1942,3,880952434,1,2,32619
579,1635,4,880952440,1,2,32620
579,1031,4,880952440,1,2,32621
579,1154,3,880952476,1,2,32622
599,2220,4,880952496,1,2,32623
579,1009,4,880952516,1,2,32624
579,2053,1,880952516,1,2,32625
417,2359,2,880952534,1,2,32626
579,1788,4,880952549,1,2,32627
579,2017,3,880952579,1,2,32628
579,1990,3,880952579,1,2,32629
417,2100,4,880952616,1,2,32630
417,1740,3,880952656,1,2,32631
417,1392,3,880952674,1,2,32632
417,1387,4,880952691,1,2,32633
417,1723,4,880952880,1,2,32634
599,2300,2,880952905,1,2,32635
417,1395,2,880952970,1,2,32636
417,2150,3,880952970,1,2,32637
417,1316,3,880952988,1,2,32638
417,1612,2,880953014,1,2,32639
417,1393,2,880953014,1,2,32640
417,1307,3,880953014,1,2,32641
417,1611,2,880953014,1,2,32642
417,2190,3,880953033,1,2,32643
417,1686,2,880953053,1,2,32644
417,2173,2,880953088,1,2,32645
599,1063,3,880953441,1,2,32646
599,1414,4,880953441,1,2,32647
599,1419,4,880953441,1,2,32648
599,1221,3,880953441,1,2,32649
599,1451,3,880953441,1,2,32650
599,1489,4,880953441,1,2,32651
599,1758,3,880953441,1,2,32652
599,1188,3,880953441,1,2,32653
599,1871,4,880953441,1,2,32654
599,1877,3,880953441,1,2,32655
385,1455,5,880958750,1,2,32656
379,1574,5,880961600,1,2,32657
379,1672,4,880961621,1,2,32658
379,1587,5,880961648,1,2,32659
379,1377,3,880961672,1,2,32660
379,1457,3,880961718,1,2,32661
379,1467,4,880961742,1,2,32662
379,1315,4,880961807,1,2,32663
379,1689,3,880961839,1,2,32664
379,1653,4,880961839,1,2,32665
379,1506,2,880962106,1,2,32666
379,1006,2,880962215,1,2,32667
379,1978,3,880962256,1,2,32668
379,1786,4,880962285,1,2,32669
159,2035,2,880989744,1,2,32670
159,1540,5,880989838,1,2,32671
159,967,5,880989865,1,2,32672
894,1697,4,880993317,1,2,32673
894,1254,4,880993317,1,2,32674
894,1214,2,880993335,1,2,32675
894,1830,4,880993374,1,2,32676
894,1632,3,880993390,1,2,32677
894,1226,3,880993490,1,2,32678
894,1451,3,880993490,1,2,32679
894,959,3,880993614,1,2,32680
894,1538,3,880993632,1,2,32681
894,950,4,880993632,1,2,32682
894,1991,4,880993661,1,2,32683
894,1064,3,880993662,1,2,32684
894,1953,4,880993662,1,2,32685
894,1952,4,880993709,1,2,32686
894,1050,3,880993709,1,2,32687
894,1090,3,880993709,1,2,32688
894,1222,4,880993709,1,2,32689
894,1223,3,880993709,1,2,32690
894,1415,3,880993730,1,2,32691
894,2324,3,880993766,1,2,32692
894,1230,4,880993766,1,2,32693
894,1770,3,880993766,1,2,32694
45,1231,3,880996629,1,2,32695
706,1188,3,880996945,1,2,32696
706,1237,4,880996945,1,2,32697
706,1268,1,880996945,1,2,32698
706,1274,5,880996945,1,2,32699
706,1276,1,880996945,1,2,32700
706,1625,2,880996945,1,2,32701
706,1630,1,880996945,1,2,32702
706,1231,3,880996945,1,2,32703
706,1266,4,880996945,1,2,32704
706,1201,4,880997001,1,2,32705
706,1124,4,880997105,1,2,32706
706,952,3,880997105,1,2,32707
706,1216,3,880997142,1,2,32708
706,993,5,880997142,1,2,32709
706,967,3,880997172,1,2,32710
706,1068,5,880997172,1,2,32711
706,1414,4,880997172,1,2,32712
706,1060,4,880997195,1,2,32713
706,1043,1,880997211,1,2,32714
706,944,4,880997324,1,2,32715
706,1685,2,880997324,1,2,32716
706,968,4,880997385,1,2,32717
